	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:1110:15711:17307;size=1;	79	15	0	2	0	6	0	17	8	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:16230:12782;size=1;	0	0	0	0	0	0	0	0	0	2	12	0	13	104	2	0
M02144:85:000000000-B48VY:1:1110:16422:18434;size=1;	0	0	0	0	0	0	0	56	47	0	0	0	7	18	0	0
M02144:85:000000000-B48VY:1:1110:16712:9862;size=1;	1	0	0	446	371	0	2	0	0	2	0	0	0	0	0	83
M02144:85:000000000-B48VY:1:1110:17233:22356;size=2;	0	0	0	32	4	2	5	65	7	10	11	19	2	6	0	0
M02144:85:000000000-B48VY:1:1110:17483:5103;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1110:17925:11598;size=1;	0	0	0	0	0	0	0	3	1	0	0	1	66	1	0	0
M02144:85:000000000-B48VY:1:1110:17984:17371;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:18559:14647;size=1;	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:18733:24182;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	105	2	0	0
M02144:85:000000000-B48VY:1:1110:19016:6351;size=1;	0	0	0	20	6	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:19576:5459;size=1;	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:20220:18542;size=1;	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:20507:4133;size=1;	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:21662:20805;size=1;	0	0	0	0	2	1	0	0	0	0	0	7	172	1040	0	0
M02144:85:000000000-B48VY:1:1110:22166:2204;size=1;	0	0	0	51	10	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:22547:11452;size=1;	0	0	0	0	0	0	0	1	2	0	0	1	118	35	0	0
M02144:85:000000000-B48VY:1:1110:22851:11757;size=1;	0	0	0	0	0	0	0	0	1	2	0	1	10	69	0	0
M02144:85:000000000-B48VY:1:1110:23014:2595;size=1;	0	0	0	0	0	0	3	1	1	0	2	62	0	0	0	0
M02144:85:000000000-B48VY:1:1110:23022:10142;size=1;	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:23133:20928;size=1;	0	0	0	0	0	0	0	3	2	0	0	1	39	2	0	0
M02144:85:000000000-B48VY:1:1110:23682:22008;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1110:24247:10612;size=1;	0	0	0	165	243	1	0	0	0	10	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1110:24719:7771;size=1;	0	1	1	0	0	0	0	47	41	0	0	0	4	0	0	0
M02144:85:000000000-B48VY:1:1110:25304:9566;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1110:25493:19142;size=1;	0	0	0	0	0	0	0	21	6	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1110:26084:19222;size=2;	0	0	0	0	2	0	0	0	0	0	0	2	0	0	250	0
M02144:85:000000000-B48VY:1:1110:26102:19773;size=1;	0	0	0	0	1	0	0	0	0	7	30	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:26291:7268;size=1;	0	0	0	0	1	0	1	0	1	0	0	27	14	225	80	0
M02144:85:000000000-B48VY:1:1110:27118:16672;size=1;	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:29245:12435;size=3;	0	0	0	0	0	0	0	0	0	10	428	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:3801:12937;size=1;	0	0	0	0	0	74	9	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1110:4837:18810;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:5056:13047;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	8	57	0	0
M02144:85:000000000-B48VY:1:1110:6637:11382;size=1;	0	0	0	0	0	1	0	0	0	0	0	87	0	0	0	0
M02144:85:000000000-B48VY:1:1110:7635:7080;size=1;	3	7	92	9	5	7	6	24259	26528	1	4	30	5665	958	19	5
M02144:85:000000000-B48VY:1:1110:8188:19127;size=1;	0	12	0	0	0	1	0	13	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:8206:12381;size=1;	0	0	0	13	21	1	0	23	5	13	0	7	1285	141	0	13
M02144:85:000000000-B48VY:1:1110:8538:23788;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:9479:10965;size=1;	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1110:9977:10009;size=2;	0	0	0	0	0	83	27	0	0	0	0	1	1	1	0	0
M02144:85:000000000-B48VY:1:1111:10011:15328;size=5;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	263	0
M02144:85:000000000-B48VY:1:1111:10500:20892;size=1;	0	0	0	0	1	94	78	0	1	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1111:10866:5704;size=1;	2	1	0	441	106	1	0	1	0	8588	22	3238	1	0	3	1
M02144:85:000000000-B48VY:1:1111:11888:11393;size=3;	0	0	0	5	1	1	3	2	2	0	0	1	0	0	176	3
M02144:85:000000000-B48VY:1:1111:12106:14035;size=3;	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0
M02144:85:000000000-B48VY:1:1111:12158:19822;size=1;	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
M02144:85:000000000-B48VY:1:1111:12568:18587;size=1;	0	0	0	0	0	0	0	0	0	21	95	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:12674:21162;size=1;	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:12723:22856;size=1;	0	0	0	0	0	0	0	183	62	0	0	2	153	40	0	0
M02144:85:000000000-B48VY:1:1111:13424:19888;size=1;	0	0	0	224	183	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:13488:19418;size=1;	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:13762:9453;size=1;	0	5	0	2	1	0	0	70	0	0	4	7	4	33	101	0
M02144:85:000000000-B48VY:1:1111:14201:6656;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:15070:13695;size=1;	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:15918:20537;size=1;	0	0	0	0	0	0	0	8	6	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1111:16634:15462;size=1;	0	0	0	0	0	0	0	26	4	0	0	0	4	0	0	0
M02144:85:000000000-B48VY:1:1111:16681:6798;size=1;	0	0	0	0	1	4	2	0	0	0	0	161	0	0	0	0
M02144:85:000000000-B48VY:1:1111:16735:16597;size=1;	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:17186:14610;size=1;	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1111:17721:5581;size=1;	0	0	0	0	0	0	0	28	10	0	0	0	34	0	0	0
M02144:85:000000000-B48VY:1:1111:17902:4441;size=1;	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:18349:14021;size=1;	0	0	0	0	0	0	0	19	10	0	0	2	464	32	0	0
M02144:85:000000000-B48VY:1:1111:18363:3590;size=1;	0	0	0	0	0	3	0	13	8	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:18763:20105;size=1;	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0
M02144:85:000000000-B48VY:1:1111:18917:4669;size=1;	0	0	0	0	0	0	0	4	1	0	0	0	23	0	0	0
M02144:85:000000000-B48VY:1:1111:19534:20406;size=1;	0	0	0	45	57	0	0	0	0	0	1	0	0	3	0	0
M02144:85:000000000-B48VY:1:1111:19915:6520;size=1;	0	0	0	0	1	0	0	45	32	0	4	59	7	71	5	0
M02144:85:000000000-B48VY:1:1111:20347:4910;size=1;	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:22699:11522;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1111:23492:12137;size=1;	0	0	0	0	1	0	0	0	0	198	0	12	1	1	0	0
M02144:85:000000000-B48VY:1:1111:23535:7995;size=1;	0	0	0	0	0	0	0	30	43	0	0	0	5	121	0	0
M02144:85:000000000-B48VY:1:1111:24109:6554;size=1;	0	0	0	9	5	102	93	67	83	0	0	0	1	1	0	8
M02144:85:000000000-B48VY:1:1111:24397:15497;size=1;	297	7	0	2	2	1	0	5	1	2	77	19	0	3	0	0
M02144:85:000000000-B48VY:1:1111:24638:11019;size=1;	0	0	0	0	0	0	0	14	2	0	0	172	0	0	0	0
M02144:85:000000000-B48VY:1:1111:24728:15136;size=1;	0	0	0	0	0	0	0	16	2	0	0	0	10	0	0	0
M02144:85:000000000-B48VY:1:1111:24824:5307;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M02144:85:000000000-B48VY:1:1111:24866:18983;size=1;	1	0	0	3	3	0	0	152	53	110	12	284	0	1	0	0
M02144:85:000000000-B48VY:1:1111:24974:3218;size=1;	0	0	0	0	0	18	28	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1111:25424:11625;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1111:26498:12119;size=1;	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0
M02144:85:000000000-B48VY:1:1111:27088:11690;size=1;	3	1	757	3	1	3	0	291	117	2	5	88	16767	930	143	0
M02144:85:000000000-B48VY:1:1111:27197:20593;size=1;	0	0	0	4	4	0	0	0	0	85	4	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:27239:9873;size=1;	0	0	0	0	0	0	0	1	1	0	0	1	15	24	0	0
M02144:85:000000000-B48VY:1:1111:28180:18015;size=1;	0	0	0	0	0	0	0	27	10	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:28451:14369;size=1;	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1111:28794:15441;size=1;	0	0	0	0	0	0	0	20	10	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1111:5803:13832;size=1;	0	0	0	0	0	0	0	0	0	13	0	41	0	0	0	0
M02144:85:000000000-B48VY:1:1111:6943:22136;size=1;	0	0	0	0	0	0	0	32	11	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1111:7468:12271;size=1;	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
M02144:85:000000000-B48VY:1:1111:7709:15481;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	8	6	0	0
M02144:85:000000000-B48VY:1:1111:8101:10608;size=1;	1	5	0	1	0	0	0	0	0	2	33	9	4	33	141	5
M02144:85:000000000-B48VY:1:1111:8524:15799;size=1;	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0
M02144:85:000000000-B48VY:1:1111:8825:21294;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1111:9386:6569;size=1;	0	0	0	0	0	0	0	20	8	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1112:10298:15876;size=1;	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:10400:5861;size=1;	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:10730:7190;size=1;	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:11763:8194;size=1;	0	0	0	2	1	23	28	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1112:12194:24061;size=1;	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:12319:11093;size=1;	0	0	0	0	0	0	1	1162	852	0	0	6	966	19	0	0
M02144:85:000000000-B48VY:1:1112:12895:9301;size=1;	0	0	0	0	0	0	0	12	5	0	0	0	5	2	0	1
M02144:85:000000000-B48VY:1:1112:12996:17378;size=1;	0	0	0	23	26	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:13187:8587;size=1;	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:13430:3449;size=1;	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:13565:10682;size=1;	0	0	0	10	1	0	0	2	0	0	0	48	0	0	0	0
M02144:85:000000000-B48VY:1:1112:13822:6424;size=1;	0	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:14195:8507;size=1;	0	0	0	0	0	0	0	51	54	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:14353:7163;size=1;	0	0	0	0	0	1	0	0	0	455	16	0	0	1	0	0
M02144:85:000000000-B48VY:1:1112:14874:8533;size=1;	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:14950:7640;size=1;	80	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:15558:18695;size=1;	0	0	0	73	72	0	0	1	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:15575:21272;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1112:15827:16064;size=1;	0	0	0	0	1	28	3	0	1	0	0	122	0	0	0	0
M02144:85:000000000-B48VY:1:1112:16074:12776;size=1;	0	0	0	0	0	0	0	6	1	0	0	0	19	0	0	0
M02144:85:000000000-B48VY:1:1112:16224:12645;size=1;	301	525	2480	54	16	80	1	26	22	9	1	125	0	1	259	0
M02144:85:000000000-B48VY:1:1112:16851:11003;size=1;	0	0	0	0	0	0	0	0	0	0	35	1	0	0	1	0
M02144:85:000000000-B48VY:1:1112:16942:17866;size=1;	0	0	0	0	0	81	17	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:17167:10902;size=1;	0	0	0	19	13	0	0	0	0	5	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:17198:20813;size=1;	0	0	0	96	23	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:17390:12385;size=1;	0	0	0	0	1	0	0	392	258	1	1	2	431	4	0	0
M02144:85:000000000-B48VY:1:1112:17433:7151;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
M02144:85:000000000-B48VY:1:1112:17500:14461;size=1;	0	0	0	5	5	0	0	0	1	1374	105	158	0	0	0	0
M02144:85:000000000-B48VY:1:1112:17533:9475;size=1;	0	0	0	0	0	0	0	0	0	51	3	34	0	0	1	0
M02144:85:000000000-B48VY:1:1112:17679:19760;size=1;	0	0	0	0	0	0	0	7	3	0	0	0	9	5	0	0
M02144:85:000000000-B48VY:1:1112:18097:6815;size=1;	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
M02144:85:000000000-B48VY:1:1112:19648:18937;size=1;	0	0	0	25	12	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:19858:17598;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0
M02144:85:000000000-B48VY:1:1112:20366:11169;size=1;	0	0	0	0	1	0	0	0	0	53	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1112:21098:6862;size=1;	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:21330:22179;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	2	52	0	0
M02144:85:000000000-B48VY:1:1112:21394:15016;size=1;	0	0	0	0	0	89	50	0	0	1	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1112:21564:22364;size=1;	0	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:21856:8932;size=1;	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:22851:18151;size=1;	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:23011:11890;size=1;	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
M02144:85:000000000-B48VY:1:1112:23596:13327;size=1;	0	0	0	0	0	0	0	0	0	99	69	42	0	0	0	0
M02144:85:000000000-B48VY:1:1112:23792:21434;size=1;	0	0	0	0	0	12	2	4	1	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1112:24143:18004;size=1;	8	33	6	1	0	0	0	4	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:24294:5965;size=1;	0	0	0	1	0	0	0	7	4	0	0	4	315	306	0	1
M02144:85:000000000-B48VY:1:1112:24573:9161;size=1;	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:24915:16592;size=1;	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:25485:7625;size=1;	1	1	0	0	0	0	0	1	0	2376	11	482	0	1	0	0
M02144:85:000000000-B48VY:1:1112:25663:4857;size=1;	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:26557:12785;size=1;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:26627:15342;size=1;	7	1	239	3	8	0	2	20547	14873	3	7	162	24654	794	220	1
M02144:85:000000000-B48VY:1:1112:26697:16124;size=1;	0	0	0	0	0	0	0	34	33	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1112:26873:13258;size=1;	0	0	0	3	0	0	0	0	0	51	0	8	0	0	0	0
M02144:85:000000000-B48VY:1:1112:26987:13558;size=1;	0	0	0	0	0	0	0	78	67	0	0	2	278	69	0	0
M02144:85:000000000-B48VY:1:1112:29412:11614;size=1;	0	0	0	0	0	0	0	0	0	4	4	7	0	0	0	0
M02144:85:000000000-B48VY:1:1112:6009:3302;size=1;	0	0	0	360	198	0	2	0	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:1112:7174:17821;size=1;	0	1	0	0	1	1226	737	1	1	36	0	36	0	0	6	0
M02144:85:000000000-B48VY:1:1112:7211:23730;size=1;	4	3	65	33	27	35	14	3430	1550	6	71	1607	1804	12491	445	8
M02144:85:000000000-B48VY:1:1112:8158:18107;size=1;	0	0	0	0	0	0	0	13	1	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1112:8274:12300;size=1;	1	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1112:8778:10336;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1112:8799:20681;size=1;	0	0	0	0	0	151	82	0	0	0	0	2	0	0	1	0
M02144:85:000000000-B48VY:1:1112:9600:6361;size=1;	0	0	0	0	0	0	0	70	60	0	0	0	2	1	0	0
M02144:85:000000000-B48VY:1:1112:9949:19081;size=1;	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
M02144:85:000000000-B48VY:1:1113:10453:13385;size=1;	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1113:10704:20916;size=1;	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:10778:15101;size=1;	0	0	0	0	0	0	0	392	328	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:12100:19269;size=1;	0	0	0	0	0	6	2	0	0	71	5	78	0	0	0	0
M02144:85:000000000-B48VY:1:1113:12200:19196;size=1;	0	0	0	529	183	0	0	0	1	0	0	0	0	1	1	0
M02144:85:000000000-B48VY:1:1113:12814:5095;size=1;	2	0	0	2	6	1721	1331	4	1	0	0	1	0	1	1	0
M02144:85:000000000-B48VY:1:1113:13382:16099;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:14950:21302;size=1;	0	0	0	0	0	0	0	0	0	11	62	1	0	0	0	0
M02144:85:000000000-B48VY:1:1113:15169:14738;size=1;	0	0	0	7	3	0	0	0	1	1	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:1113:15833:15966;size=1;	3	1	0	2	5	2	0	2	2	10283	4211	813	5	0	4	1
M02144:85:000000000-B48VY:1:1113:17000:19800;size=1;	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:17100:20678;size=1;	0	0	0	1	0	0	0	34	18	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:1113:18364:13627;size=1;	0	0	0	902	1456	0	0	1	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1113:18569:4884;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:18582:20632;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
M02144:85:000000000-B48VY:1:1113:18948:2424;size=1;	0	0	0	12	3	0	0	0	0	6	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:19022:19183;size=1;	4	56	0	29	13	146	10	2202	2657	0	3	678	141	825	0	3
M02144:85:000000000-B48VY:1:1113:20765:11636;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1113:21124:13194;size=1;	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
M02144:85:000000000-B48VY:1:1113:21585:6299;size=1;	0	0	0	152	68	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:24322:4327;size=1;	0	0	0	0	0	0	0	0	1	0	3	0	4	127	0	0
M02144:85:000000000-B48VY:1:1113:24334:12454;size=1;	0	0	0	0	0	0	0	25	8	0	0	0	43	32	0	0
M02144:85:000000000-B48VY:1:1113:24923:16149;size=1;	0	0	8	2	2	1	1	155	28	0	0	0	1	0	131	0
M02144:85:000000000-B48VY:1:1113:25018:7112;size=1;	0	0	0	90	52	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:28497:9172;size=1;	0	0	0	0	0	0	0	0	0	19	5	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:28737:8171;size=1;	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:4930:19196;size=1;	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:5640:20418;size=1;	0	0	0	0	0	0	0	0	0	18	21	1	0	0	0	0
M02144:85:000000000-B48VY:1:1113:7173:11246;size=1;	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:7846:4692;size=1;	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:8314:8341;size=1;	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:9099:9871;size=1;	0	0	0	0	0	99	68	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1113:9629:8909;size=2;	1	0	0	0	1	1	0	0	0	14	286	2	0	0	0	0
M02144:85:000000000-B48VY:1:1114:10149:21642;size=1;	0	0	0	0	0	0	0	0	0	240	6	1	0	0	0	0
M02144:85:000000000-B48VY:1:1114:10408:12153;size=1;	0	0	0	1826	735	1	0	0	0	11	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:1114:10427:13756;size=1;	0	1	0	0	1	0	0	1	2	1	0	0	75	1060	0	0
M02144:85:000000000-B48VY:1:1114:10840:3124;size=3;	0	0	0	1	0	0	0	0	0	108	87	23	0	0	1	0
M02144:85:000000000-B48VY:1:1114:12026:14055;size=2;	0	0	0	0	0	0	0	14	1	0	0	0	18	10	0	0
M02144:85:000000000-B48VY:1:1114:12168:6514;size=1;	0	0	0	0	0	0	0	28	22	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:1114:12397:15305;size=1;	0	0	0	0	0	0	0	138	92	1	0	0	26	42	0	0
M02144:85:000000000-B48VY:1:1114:12612:5923;size=2;	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
M02144:85:000000000-B48VY:1:1114:12673:14752;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	42	155	0	0
M02144:85:000000000-B48VY:1:1114:12798:12545;size=1;	10	7	0	0	2	1	0	0	0	0	3	0	0	1	0	0
M02144:85:000000000-B48VY:1:1114:12946:14747;size=1;	0	0	0	0	0	47	9	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1114:13027:9247;size=1;	0	0	0	39	8	0	0	0	0	2	15	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:13031:7205;size=4;	0	0	18	0	3	0	0	2839	536	0	1	12	1082	84	1	0
M02144:85:000000000-B48VY:1:1114:13354:15670;size=1;	0	0	0	0	0	0	0	19	5	0	0	3	262	14	0	0
M02144:85:000000000-B48VY:1:1114:13628:4656;size=1;	0	0	0	34	14	0	0	0	0	3	153	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:14182:22154;size=1;	0	3	0	235	159	1	0	1	0	164	7	83	2	1	0	0
M02144:85:000000000-B48VY:1:1114:14536:20210;size=1;	0	0	0	0	0	0	0	0	0	21	108	3	0	0	0	0
M02144:85:000000000-B48VY:1:1114:14729:6757;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:15529:10723;size=1;	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:15987:7885;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
M02144:85:000000000-B48VY:1:1114:16103:14880;size=1;	0	0	0	0	0	0	0	0	1	22	43	0	0	0	0	1
M02144:85:000000000-B48VY:1:1114:17247:9084;size=1;	0	0	0	0	0	1	0	2	1	0	0	42	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17295:8981;size=1;	145	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17624:18992;size=1;	1	0	0	0	0	1	0	0	0	155	1680	18	0	0	0	2
M02144:85:000000000-B48VY:1:1114:17996:20446;size=4;	0	0	0	0	0	0	0	22	7	4	0	64	7	33	0	0
M02144:85:000000000-B48VY:1:1114:19318:3176;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0
M02144:85:000000000-B48VY:1:1114:19489:4250;size=2;	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:19768:11185;size=1;	0	0	0	57	29	0	0	0	0	0	1	0	0	0	0	0
