	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:1114:19994:16717;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	13	132	0	0
M02144:85:000000000-B48VY:1:1114:20698:5362;size=1;	0	0	0	302	622	0	0	1	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:22938:21943;size=1;	0	0	0	4	0	133	4	17	6	0	0	19	0	0	0	0
M02144:85:000000000-B48VY:1:1114:23302:5209;size=1;	0	0	0	0	0	0	0	223	111	0	0	0	249	0	0	0
M02144:85:000000000-B48VY:1:1114:23446:6901;size=2;	0	0	0	0	3	0	3	0	0	0	0	0	0	0	253	0
M02144:85:000000000-B48VY:1:1114:23672:10158;size=1;	0	0	1	0	0	0	0	0	0	2	32	0	0	1	0	0
M02144:85:000000000-B48VY:1:1114:24272:22733;size=15;	0	0	0	1	1	1	0	0	0	980	21	209	0	0	1	0
M02144:85:000000000-B48VY:1:1114:25555:11573;size=1;	0	0	0	0	0	0	0	304	195	0	1	0	456	5	0	0
M02144:85:000000000-B48VY:1:1114:25829:11891;size=1;	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
M02144:85:000000000-B48VY:1:1114:27624:16708;size=6;	0	0	0	0	1	0	0	0	0	196	13	36	0	0	0	0
M02144:85:000000000-B48VY:1:1114:27798:11797;size=1;	0	0	0	0	0	0	0	0	0	47	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:3577:13131;size=1;	0	0	0	0	0	2	1	0	0	0	0	0	0	0	9	0
M02144:85:000000000-B48VY:1:1114:3642:16969;size=1;	0	0	0	107	52	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:3839:15057;size=1;	0	0	0	1	1	0	0	0	0	49	14	11	0	0	0	0
M02144:85:000000000-B48VY:1:1114:4933:5248;size=1;	0	0	0	141	197	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:7698:22479;size=1;	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:7802:14729;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:7953:20646;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0
M02144:85:000000000-B48VY:1:1114:8130:19575;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:8847:5010;size=1;	0	0	0	0	0	0	0	0	0	4	13	0	0	1	0	0
M02144:85:000000000-B48VY:1:1114:8962:3016;size=1;	0	0	0	1	1	0	0	0	0	0	0	0	46	403	0	0
M02144:85:000000000-B48VY:1:1114:9831:20711;size=1;	0	0	0	0	0	0	0	145	138	0	0	0	2	2	0	0
M02144:85:000000000-B48VY:1:1115:10228:7685;size=1;	0	0	0	11	53	16	22	0	0	1	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1115:10364:8744;size=1;	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:10550:18962;size=1;	0	0	0	0	0	0	0	7	1	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:10888:18364;size=1;	0	0	0	0	0	103	19	0	0	0	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:1115:11553:9455;size=1;	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:11668:7315;size=1;	0	0	1	1	0	143	136	0	0	0	0	234	0	1	0	0
M02144:85:000000000-B48VY:1:1115:11805:21158;size=1;	0	0	0	8	18	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:13430:17749;size=1;	0	0	0	0	1	0	0	49	22	0	0	1	254	151	0	0
M02144:85:000000000-B48VY:1:1115:13766:22869;size=1;	0	0	0	0	0	0	0	71	17	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:1115:14950:12026;size=1;	0	0	0	0	0	0	0	11	6	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:1115:14961:20822;size=1;	0	0	0	20	13	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:15353:16776;size=1;	0	0	0	40	64	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:15455:3184;size=1;	0	0	0	1	0	241	294	2	1	0	0	58	0	1	0	0
M02144:85:000000000-B48VY:1:1115:15826:15888;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0
M02144:85:000000000-B48VY:1:1115:16669:6335;size=1;	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:16744:16865;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:17641:14392;size=1;	0	0	0	4	5	0	0	0	0	10	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1115:18169:12830;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M02144:85:000000000-B48VY:1:1115:19425:7355;size=1;	0	0	0	0	1	207	218	0	0	3	0	9	2	0	1	0
M02144:85:000000000-B48VY:1:1115:21115:4293;size=1;	0	0	0	0	0	0	0	86	51	0	0	0	55	1	0	0
M02144:85:000000000-B48VY:1:1115:21421:22597;size=1;	0	0	0	135	288	0	0	0	0	0	0	0	0	0	0	6
M02144:85:000000000-B48VY:1:1115:21637:10548;size=1;	131	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:22163:8990;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	4	60	0	0
M02144:85:000000000-B48VY:1:1115:22367:13838;size=1;	0	0	0	0	0	0	0	0	0	61	167	21	0	0	0	0
M02144:85:000000000-B48VY:1:1115:22683:6387;size=1;	2	9	1	7	4	172	29	1128	1347	0	1	284	8	49	0	1
M02144:85:000000000-B48VY:1:1115:23038:3187;size=1;	325	0	0	12	5	230	0	3022	3555	0	1	1	0	2	0	0
M02144:85:000000000-B48VY:1:1115:23627:13033;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:23793:14870;size=1;	0	1	0	0	1	0	0	0	0	82	0	18	0	0	0	0
M02144:85:000000000-B48VY:1:1115:23981:14199;size=1;	0	0	0	0	0	13	6	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:24236:23082;size=1;	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:25374:5703;size=1;	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
M02144:85:000000000-B48VY:1:1115:25932:17605;size=1;	0	0	0	0	0	0	0	130	60	0	0	1	33	0	0	0
M02144:85:000000000-B48VY:1:1115:26480:18157;size=1;	0	0	0	0	1	0	0	568	524	0	0	2	559	21	0	0
M02144:85:000000000-B48VY:1:1115:26516:11354;size=1;	0	0	0	17	41	0	0	0	0	4	7	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:2686:8095;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:27116:11631;size=1;	0	0	0	0	1	0	0	0	0	211	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:27709:11969;size=1;	0	0	0	0	0	0	1	0	0	13	335	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:27983:15053;size=1;	0	0	0	0	0	0	0	0	0	150	7	1	0	0	0	0
M02144:85:000000000-B48VY:1:1115:28285:8968;size=1;	0	0	0	0	0	0	0	3	1	0	0	0	24	6	0	0
M02144:85:000000000-B48VY:1:1115:28451:18002;size=1;	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
M02144:85:000000000-B48VY:1:1115:28620:9606;size=1;	0	0	0	0	0	32	21	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:4341:17863;size=1;	0	0	0	7	1	0	0	1	7	0	0	0	3	1	0	1
M02144:85:000000000-B48VY:1:1115:4686:18728;size=2;	0	0	0	1	0	0	0	0	0	20	94	5	0	0	0	0
M02144:85:000000000-B48VY:1:1115:5442:20690;size=4;	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:6757:8723;size=1;	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:7501:18484;size=1;	0	0	0	1	2	0	0	0	0	1	0	0	47	454	0	0
M02144:85:000000000-B48VY:1:1115:7647:19771;size=2;	0	2	0	0	2	0	0	3	0	3	3	1028	3	1	45	0
M02144:85:000000000-B48VY:1:1115:7691:18146;size=1;	1	0	0	193	217	0	0	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:1115:8402:20335;size=1;	0	0	0	174	104	3	1	203	5	36	32	227	52	63	0	0
M02144:85:000000000-B48VY:1:1115:9059:18623;size=1;	2	0	0	1	2	0	0	2553	2159	0	3	11	2046	49	0	1
M02144:85:000000000-B48VY:1:1116:11652:7663;size=1;	0	0	0	284	844	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1116:12336:12462;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:13833:11307;size=1;	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14122:10883;size=1;	0	0	0	0	0	0	0	89	71	0	0	1	110	2	1	0
M02144:85:000000000-B48VY:1:1116:14368:13290;size=1;	0	0	0	92	38	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1116:14459:11687;size=1;	0	0	0	32	13	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14465:8509;size=1;	0	0	1	0	1	0	0	0	0	51	393	298	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14574:19768;size=1;	0	0	0	0	0	0	0	0	0	42	3	2	0	0	0	0
M02144:85:000000000-B48VY:1:1116:15167:8779;size=1;	1	0	0	327	164	0	0	0	0	79	0	47	0	0	0	1
M02144:85:000000000-B48VY:1:1116:15233:12852;size=1;	0	0	0	24	5	19	7	15	19	0	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:15651:3753;size=1;	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:15823:19903;size=1;	0	0	0	0	0	0	1	787	356	0	0	1	1245	1	0	0
M02144:85:000000000-B48VY:1:1116:15924:5994;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	238	81	3	0
M02144:85:000000000-B48VY:1:1116:16782:19575;size=1;	0	0	0	0	0	0	0	33	17	0	0	1	213	6	0	0
M02144:85:000000000-B48VY:1:1116:17510:11655;size=1;	0	0	0	0	0	5	0	2	0	7	33	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:17630:21775;size=1;	0	0	0	0	0	1	0	237	92	0	0	2	117	133	0	0
M02144:85:000000000-B48VY:1:1116:17955:12300;size=1;	0	0	0	103	113	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:17964:15884;size=1;	0	0	0	70	24	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:18501:8901;size=1;	0	0	0	0	0	0	0	7	2	0	0	2	128	6	0	0
M02144:85:000000000-B48VY:1:1116:18888:10253;size=1;	12	4	15	11	23	12	2	11	10	4004	64969	598	23	14	6	14
M02144:85:000000000-B48VY:1:1116:20191:4756;size=1;	0	0	0	1	1	0	0	0	0	5	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1116:20246:9020;size=1;	0	0	0	19	26	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:20330:4865;size=1;	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:20860:15748;size=1;	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0
M02144:85:000000000-B48VY:1:1116:21186:2471;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:21440:13565;size=1;	0	0	0	0	0	0	0	0	0	4	24	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:22624:12155;size=1;	0	0	0	0	1	1	2	0	0	0	1	1178	0	0	0	0
M02144:85:000000000-B48VY:1:1116:22980:22784;size=1;	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:23069:20317;size=1;	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:23136:19542;size=1;	0	0	0	93	51	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:23228:13250;size=1;	0	9	0	0	1	0	0	22	3	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:23416:8794;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	30	8	0	0
M02144:85:000000000-B48VY:1:1116:23976:20104;size=1;	0	0	0	18	19	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:25438:8663;size=1;	0	0	0	3	0	4	4	1	1	0	0	0	28	171	0	0
M02144:85:000000000-B48VY:1:1116:26089:15006;size=1;	0	0	0	0	2	407	452	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:1116:26893:10869;size=1;	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:27035:14416;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0
M02144:85:000000000-B48VY:1:1116:27921:12199;size=1;	0	0	0	0	2	8	0	0	0	0	0	510	0	0	0	0
M02144:85:000000000-B48VY:1:1116:28118:9936;size=1;	0	0	0	0	0	0	0	31	28	0	0	0	0	2	0	0
M02144:85:000000000-B48VY:1:1116:28324:9606;size=1;	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:28427:18680;size=1;	0	0	0	1004	332	1	0	0	2	781	36	117	2	35	0	1
M02144:85:000000000-B48VY:1:1116:29042:15731;size=1;	0	0	0	0	0	47	60	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:3191:13630;size=1;	0	0	0	88	15	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:5036:7598;size=1;	0	0	0	1	0	98	21	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:5368:15895;size=1;	0	0	0	0	0	0	0	0	0	38	4	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:7639:9951;size=1;	0	0	0	0	0	0	0	1	2	0	0	0	23	6	0	0
M02144:85:000000000-B48VY:1:1116:7785:15032;size=1;	0	0	0	0	1	0	0	2	5	0	0	0	88	75	0	0
M02144:85:000000000-B48VY:1:1116:8472:18125;size=1;	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:10151:13799;size=2;	2	68	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:11078:4387;size=1;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:11085:8456;size=1;	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:11363:8181;size=1;	0	0	0	0	1	142	59	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:11385:12067;size=1;	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:11515:7523;size=1;	0	0	0	0	2	1	0	95	89	0	1	3	366	430	0	0
M02144:85:000000000-B48VY:1:1117:11845:13269;size=1;	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:12146:4747;size=1;	0	0	0	3	3	0	1	0	0	0	0	0	1	4	0	0
M02144:85:000000000-B48VY:1:1117:12783:22735;size=1;	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:12886:13904;size=1;	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
M02144:85:000000000-B48VY:1:1117:12923:4884;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:13800:3112;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1117:15121:9080;size=1;	1	0	0	70	19	14	2	241	270	1	0	15	0	6	0	3
M02144:85:000000000-B48VY:1:1117:15915:6728;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:16035:14393;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	19	1	0	0
M02144:85:000000000-B48VY:1:1117:16097:11529;size=1;	0	0	0	0	0	0	0	0	0	33	35	4	0	0	0	0
M02144:85:000000000-B48VY:1:1117:16407:4597;size=1;	0	0	0	163	219	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:16645:15501;size=1;	0	1	0	372	173	0	0	0	0	0	0	0	0	0	0	4
M02144:85:000000000-B48VY:1:1117:16753:14155;size=1;	0	0	0	0	0	24	6	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:16975:8179;size=1;	0	0	0	0	0	0	0	1	4	0	0	0	12	1	0	0
M02144:85:000000000-B48VY:1:1117:17021:14136;size=1;	0	0	0	0	0	0	0	117	23	1	0	0	270	0	0	0
M02144:85:000000000-B48VY:1:1117:18037:16094;size=1;	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:18613:4752;size=1;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:18760:17890;size=1;	0	0	0	0	0	46	25	0	0	0	0	49	0	0	0	0
M02144:85:000000000-B48VY:1:1117:18920:17296;size=1;	0	0	0	1	0	0	0	0	0	0	0	2	215	11	0	0
M02144:85:000000000-B48VY:1:1117:19356:11233;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	359	20	0	0
M02144:85:000000000-B48VY:1:1117:19479:19261;size=1;	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:21297:22032;size=1;	2	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:21587:23564;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:21839:4455;size=4;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	252	1
M02144:85:000000000-B48VY:1:1117:22659:10040;size=1;	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:23188:18833;size=1;	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1117:24433:16704;size=1;	0	0	0	0	0	0	0	0	0	2	0	35	0	0	0	0
M02144:85:000000000-B48VY:1:1117:25148:21080;size=1;	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:25878:20900;size=1;	0	0	0	74	35	0	0	0	0	24	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:26055:15990;size=1;	0	0	0	2	2	1	1	1433	1139	0	0	6	1044	14	0	0
M02144:85:000000000-B48VY:1:1117:26446:15168;size=1;	0	0	0	0	0	3	0	0	0	0	0	50	0	0	0	0
M02144:85:000000000-B48VY:1:1117:26630:17156;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:27685:17807;size=1;	0	0	0	0	0	0	0	0	0	0	0	59	0	1	0	0
M02144:85:000000000-B48VY:1:1117:27850:10453;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:3786:17320;size=1;	0	0	0	1	14	0	0	0	0	1	0	5	3	39	0	0
M02144:85:000000000-B48VY:1:1117:5081:8952;size=1;	0	0	0	0	1	0	0	7	4	0	1	0	165	462	0	0
M02144:85:000000000-B48VY:1:1117:7447:9176;size=1;	0	0	0	0	1	0	0	2	0	0	0	0	42	361	1	0
M02144:85:000000000-B48VY:1:1117:7480:15824;size=1;	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:8030:20772;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:8043:12330;size=1;	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
M02144:85:000000000-B48VY:1:1117:8250:4016;size=1;	0	0	0	0	0	19	4	0	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:1117:8540:6619;size=1;	0	0	0	1	0	1	0	236	100	120	32	99	3	11	0	0
M02144:85:000000000-B48VY:1:1117:8670:19051;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
M02144:85:000000000-B48VY:1:1117:9678:5005;size=1;	536	183	0	61	32	48	5	595	677	0	1	202	2	10	0	2
M02144:85:000000000-B48VY:1:1118:10180:7180;size=1;	4	0	0	425	115	7	4	3	1	15387	126	2515	2	0	0	2
M02144:85:000000000-B48VY:1:1118:10479:16091;size=1;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1118:10519:4804;size=1;	0	0	0	1	0	14	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:10927:22342;size=1;	0	0	0	0	0	0	0	0	0	0	0	7	0	0	65	0
M02144:85:000000000-B48VY:1:1118:11014:7345;size=1;	1	0	3	81	116	1745	1187	4	5	3803	660	17344	5	1	6	1
M02144:85:000000000-B48VY:1:1118:11103:9712;size=1;	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:11384:17806;size=1;	0	174	82	2	0	1	0	7	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:11605:5331;size=1;	0	0	0	39	22	0	0	37	13	0	0	2	170	217	0	0
M02144:85:000000000-B48VY:1:1118:11858:20174;size=1;	0	0	0	0	0	0	0	0	0	19	11	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:12118:15795;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:12281:10160;size=1;	0	0	0	0	0	0	0	27	24	0	0	0	0	2	0	0
M02144:85:000000000-B48VY:1:1118:12720:13092;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M02144:85:000000000-B48VY:1:1118:12902:21040;size=1;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:1118:13702:13554;size=1;	0	0	0	0	0	0	0	116	21	0	0	0	69	0	0	0
M02144:85:000000000-B48VY:1:1118:14108:4367;size=1;	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:14227:21441;size=1;	0	0	0	64	93	0	0	0	0	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1118:15057:21164;size=1;	0	0	0	1	2	0	0	0	0	0	1	0	30	297	0	0
M02144:85:000000000-B48VY:1:1118:15610:9398;size=1;	0	0	0	0	0	0	0	0	0	263	1	1	0	0	0	0
M02144:85:000000000-B48VY:1:1118:16475:8723;size=1;	0	0	0	26	5	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:18673:9277;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	26	1	0	0
M02144:85:000000000-B48VY:1:1118:18972:20520;size=1;	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:19210:21207;size=5;	45	274	0	2	2	0	0	1	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:1118:20122:8750;size=1;	0	0	0	0	0	0	0	4	3	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:1118:20580:10720;size=1;	0	0	0	0	0	0	0	0	0	21	0	10	0	0	0	0
M02144:85:000000000-B48VY:1:1118:20870:8752;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:21276:20519;size=1;	0	0	0	0	0	11	9	0	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:1118:21482:8126;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	4	36	0	0
M02144:85:000000000-B48VY:1:1118:22034:13698;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:22095:15087;size=1;	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0
M02144:85:000000000-B48VY:1:1118:22481:21786;size=1;	0	0	0	0	0	0	0	15	6	0	0	0	13	2	1	0
M02144:85:000000000-B48VY:1:1118:23462:16110;size=1;	0	0	0	11	7	0	0	0	0	7	1	1	0	0	0	1
M02144:85:000000000-B48VY:1:1118:23485:8535;size=1;	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:23883:20310;size=1;	0	0	0	0	1	0	0	56	33	0	0	0	4	8	0	0
M02144:85:000000000-B48VY:1:1118:24164:23464;size=1;	0	0	0	65	18	0	0	0	0	48	11	1	0	0	0	0
M02144:85:000000000-B48VY:1:1118:24284:5433;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1118:24315:16176;size=1;	492	95	377	49	36	209	16	439	594	2	7	1539	111	507	73	15
M02144:85:000000000-B48VY:1:1118:24493:3388;size=1;	0	0	0	0	0	15	18	0	0	0	0	0	0	4	0	0
M02144:85:000000000-B48VY:1:1118:24742:14881;size=1;	0	0	0	0	1	1	0	15	12	1	32	0	108	511	0	0
M02144:85:000000000-B48VY:1:1118:25211:19384;size=1;	1	0	0	3	0	0	0	5	2	256	157	1725	0	0	0	0
M02144:85:000000000-B48VY:1:1118:26502:13709;size=1;	73226	26377	100212	212	127	397	50	95	31	34	557	4174	18	52	31084	267
M02144:85:000000000-B48VY:1:1118:27351:9050;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:3363:14387;size=3;	0	0	0	0	0	2	11	0	0	0	0	61	0	0	0	0
M02144:85:000000000-B48VY:1:1118:6271:17177;size=1;	0	0	0	82	53	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:7123:2966;size=2;	0	0	0	0	0	0	0	98	75	0	0	1	78	0	0	0
M02144:85:000000000-B48VY:1:1118:7263:14258;size=1;	0	0	0	0	0	0	0	0	0	277	2	34	0	0	0	0
M02144:85:000000000-B48VY:1:1118:7313:18845;size=1;	0	0	0	0	0	0	0	65	45	0	0	0	49	17	0	0
M02144:85:000000000-B48VY:1:1118:7649:4341;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	1	35	0	0
M02144:85:000000000-B48VY:1:1118:9011:22029;size=1;	0	0	0	1	0	53	22	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:9220:10199;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1118:9509:9963;size=1;	0	0	0	0	2	0	0	0	0	0	0	244	0	0	200	0
