	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:1114:15618:16624;size=1;	1	0	11	4037	2059	2	4	2	0	11	3	5	5	1	0	2
M02144:85:000000000-B48VY:1:1114:15987:7885;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
M02144:85:000000000-B48VY:1:1114:15988:12253;size=1;	0	0	0	13	11	1	0	4	2	49	4	3	58	173	0	1
M02144:85:000000000-B48VY:1:1114:16103:14880;size=1;	0	0	0	0	0	0	0	0	1	22	43	0	0	0	0	1
M02144:85:000000000-B48VY:1:1114:16693:10742;size=1;	0	0	0	0	0	0	0	141	140	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17037:13021;size=1;	3	3	47	17	59	6895	5170	4	5	6	0	59	52	260	10	2
M02144:85:000000000-B48VY:1:1114:17247:9084;size=1;	0	0	0	0	0	1	0	2	1	0	0	42	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17295:8981;size=1;	145	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17499:20317;size=1;	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17624:18992;size=1;	0	0	0	0	0	0	0	0	0	30	207	1	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17657:21239;size=1;	0	0	0	229	105	0	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:17996:20446;size=4;	0	0	0	0	0	0	0	22	7	4	0	64	7	33	0	0
M02144:85:000000000-B48VY:1:1114:18245:20518;size=1;	0	0	0	1	3	1	0	873	517	1	3	15	2020	107	1	0
M02144:85:000000000-B48VY:1:1114:18459:5409;size=1;	0	0	0	7	4	0	0	0	1	178	267	327	0	0	1	0
M02144:85:000000000-B48VY:1:1114:18849:12113;size=2;	0	0	0	92	58	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:19122:1201;size=1;	1	0	0	0	0	1	0	743	457	0	1	2	567	7	0	0
M02144:85:000000000-B48VY:1:1114:19318:3176;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1114:19489:4250;size=2;	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:19662:8818;size=1;	0	0	0	0	0	0	0	82	44	0	0	1	10	0	0	0
M02144:85:000000000-B48VY:1:1114:19768:11185;size=1;	0	0	0	28	12	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:19895:1515;size=1;	0	0	0	0	0	0	2	38	26	0	0	3	6	51	0	0
M02144:85:000000000-B48VY:1:1114:19994:16717;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	7	54	0	0
M02144:85:000000000-B48VY:1:1114:20005:8059;size=1;	0	0	0	0	0	0	0	32	51	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1114:20085:18306;size=1;	1	0	0	0	2	1	0	320	255	0	0	4	276	7	0	0
M02144:85:000000000-B48VY:1:1114:20698:5362;size=1;	0	0	0	110	182	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:21096:6928;size=1;	0	2	0	1	1	0	0	0	0	0	0	1	0	0	424	0
M02144:85:000000000-B48VY:1:1114:21187:18159;size=1;	0	0	0	0	0	0	0	79	40	0	0	0	57	1	0	0
M02144:85:000000000-B48VY:1:1114:21378:23376;size=1;	1	2	22	2	8	9	2	15857	14770	3	8	18	1060	204	8	4
M02144:85:000000000-B48VY:1:1114:22673:14398;size=1;	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:22938:21943;size=1;	0	0	0	2	0	97	2	17	6	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:23096:14174;size=1;	0	0	0	3	0	0	0	20	10	22	24	0	1	2	0	0
M02144:85:000000000-B48VY:1:1114:23143:21605;size=1;	0	0	0	0	1	0	0	4	2	23	21	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:23446:6901;size=2;	0	0	0	0	3	0	3	0	0	0	0	0	0	0	253	0
M02144:85:000000000-B48VY:1:1114:23513:18495;size=1;	0	0	0	2	1	11	7	0	0	45	13	151	0	0	0	0
M02144:85:000000000-B48VY:1:1114:23672:10158;size=1;	0	0	1	0	0	0	0	0	0	2	32	0	0	1	0	0
M02144:85:000000000-B48VY:1:1114:23730:10865;size=1;	0	0	0	0	0	23	19	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:24238:10638;size=2;	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:24272:22733;size=15;	0	0	0	1	1	1	0	0	0	980	21	209	0	0	1	0
M02144:85:000000000-B48VY:1:1114:24299:18442;size=1;	6	135	20	0	0	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:24874:5240;size=1;	0	0	0	1	0	4	3	0	0	18	1	24	0	0	0	0
M02144:85:000000000-B48VY:1:1114:24891:5977;size=3;	57	18	2097	49	88	57	30	150086	166868	8	66	767	142781	23331	378	20
M02144:85:000000000-B48VY:1:1114:2525:13206;size=1;	0	0	0	96	93	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:25464:14346;size=1;	0	0	0	0	0	0	0	383	238	0	0	1	387	4	0	0
M02144:85:000000000-B48VY:1:1114:25552:17067;size=1;	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:25555:11573;size=1;	0	0	0	0	0	0	0	14	6	0	0	1	20	2	0	0
M02144:85:000000000-B48VY:1:1114:25798:18214;size=1;	0	0	0	1	0	104	127	0	0	0	0	6	0	0	1	0
M02144:85:000000000-B48VY:1:1114:25829:11891;size=1;	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
M02144:85:000000000-B48VY:1:1114:25861:11424;size=1;	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1114:26232:12791;size=1;	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:26391:12691;size=1;	0	0	0	0	0	0	0	84	21	0	0	0	11	2	0	0
M02144:85:000000000-B48VY:1:1114:26482:19402;size=1;	0	0	0	0	1	0	0	20	1	0	0	0	65	9	0	0
M02144:85:000000000-B48VY:1:1114:26628:20457;size=1;	0	0	0	0	1	1	0	0	0	199	83	154	1	0	0	0
M02144:85:000000000-B48VY:1:1114:27195:6392;size=1;	0	0	0	83	88	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:27624:16708;size=6;	0	0	0	0	1	0	0	0	0	196	13	36	0	0	0	0
M02144:85:000000000-B48VY:1:1114:27745:8907;size=1;	0	0	0	27	14	0	0	1	0	0	0	0	6	14	0	0
M02144:85:000000000-B48VY:1:1114:27798:11797;size=1;	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:27864:13706;size=1;	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:27962:15357;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	36	9	0	0
M02144:85:000000000-B48VY:1:1114:28234:17894;size=1;	0	0	0	0	0	0	0	0	0	0	1	108	0	0	0	0
M02144:85:000000000-B48VY:1:1114:28954:14897;size=1;	0	0	0	68	115	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:3275:7074;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	13	0	0	0
M02144:85:000000000-B48VY:1:1114:3577:13131;size=1;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0
M02144:85:000000000-B48VY:1:1114:3642:16969;size=1;	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:3839:15057;size=1;	0	0	0	1	1	0	0	0	0	41	13	9	0	0	0	0
M02144:85:000000000-B48VY:1:1114:4933:5248;size=1;	0	0	0	62	90	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:5251:7451;size=1;	0	0	0	0	0	29	4	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1114:6371:15302;size=1;	0	0	2	0	1	1	0	1867	1567	0	1	9	1461	32	1	0
M02144:85:000000000-B48VY:1:1114:6850:9216;size=1;	0	0	0	188	134	0	0	0	0	0	5	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:7432:12960;size=1;	0	0	0	344	223	0	0	1	0	1	0	1	0	0	0	2
M02144:85:000000000-B48VY:1:1114:7698:22479;size=1;	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:7802:14729;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:7953:20646;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1114:8130:19575;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:8290:10932;size=1;	0	0	0	1	0	1	0	346	126	0	0	4	351	2	0	0
M02144:85:000000000-B48VY:1:1114:8847:16432;size=1;	0	0	0	0	0	0	0	245	150	0	0	0	222	4	0	0
M02144:85:000000000-B48VY:1:1114:8847:5010;size=1;	0	0	0	0	0	0	0	0	0	2	12	0	0	1	0	0
M02144:85:000000000-B48VY:1:1114:8866:20765;size=1;	0	0	0	0	0	0	0	8	5	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1114:8870:9464;size=1;	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:8962:3016;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	31	253	0	0
M02144:85:000000000-B48VY:1:1114:9273:22405;size=1;	0	0	0	1	2	1	0	1239	812	0	0	2	272	6	1	0
M02144:85:000000000-B48VY:1:1114:9280:14254;size=1;	0	0	0	0	0	0	0	425	289	0	0	4	436	14	0	1
M02144:85:000000000-B48VY:1:1114:9285:17915;size=1;	0	0	0	68	21	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:9357:13745;size=4;	0	0	0	0	0	0	1	0	0	10	277	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:9509:19089;size=1;	0	0	0	274	157	0	1	0	0	1	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:1114:9745:18453;size=1;	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1114:9831:20711;size=1;	0	0	0	0	0	0	0	33	27	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1115:10228:7685;size=1;	0	0	0	5	29	3	3	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:10265:10480;size=1;	0	0	0	0	0	0	0	74	39	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:1115:10364:8744;size=1;	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:10550:18962;size=1;	0	0	0	0	0	0	0	7	1	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:10642:9749;size=1;	1	1	1	1	3	376	312	0	1	0	0	1	0	4	2	0
M02144:85:000000000-B48VY:1:1115:10888:18364;size=1;	0	0	0	0	0	64	11	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:11510:6468;size=1;	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1115:11553:9455;size=1;	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:11668:7315;size=1;	0	0	0	0	0	36	44	0	0	0	0	5	0	1	0	0
M02144:85:000000000-B48VY:1:1115:11745:5311;size=1;	0	0	0	0	0	0	0	7	8	0	0	0	71	2	0	0
M02144:85:000000000-B48VY:1:1115:11805:21158;size=1;	0	0	0	8	18	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:12207:14750;size=1;	1	2	0	0	5	1365	895	3	2	0	0	32	1	3	6	0
M02144:85:000000000-B48VY:1:1115:12362:18696;size=2;	0	0	0	0	0	0	0	74	43	0	0	0	33	0	0	0
M02144:85:000000000-B48VY:1:1115:12457:4101;size=1;	0	0	0	42	11	0	0	1	0	1	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1115:12648:16009;size=1;	16	6	22	0	1	0	3	0	1	1	6	3	0	0	16	0
M02144:85:000000000-B48VY:1:1115:13013:3622;size=1;	0	0	0	0	0	0	0	0	0	149	1	17	0	0	0	0
M02144:85:000000000-B48VY:1:1115:13313:9606;size=1;	1	0	0	0	2	1	0	1915	1494	0	1	1	480	10	0	0
M02144:85:000000000-B48VY:1:1115:13410:17111;size=5;	0	1	0	0	0	0	1	375	234	0	1	2	243	1	0	0
M02144:85:000000000-B48VY:1:1115:13430:17749;size=1;	0	0	0	0	0	0	0	26	20	0	0	1	73	44	0	0
M02144:85:000000000-B48VY:1:1115:13766:22869;size=1;	0	0	0	0	0	0	0	33	5	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1115:14950:12026;size=1;	0	0	0	0	0	0	0	6	6	0	0	0	6	0	0	0
M02144:85:000000000-B48VY:1:1115:14961:20822;size=1;	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:15353:16776;size=1;	0	0	0	40	59	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:15455:3184;size=1;	0	0	0	0	0	199	262	2	1	0	0	45	0	6	0	0
M02144:85:000000000-B48VY:1:1115:15595:10527;size=1;	0	0	0	0	0	0	0	75	62	0	0	0	12	0	0	0
M02144:85:000000000-B48VY:1:1115:15826:15888;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0
M02144:85:000000000-B48VY:1:1115:15984:4392;size=1;	0	0	0	0	1	0	0	4	3	0	1	5	765	191	0	0
M02144:85:000000000-B48VY:1:1115:16088:3700;size=1;	0	0	0	76	102	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:16669:6335;size=1;	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:16744:16865;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:16808:5844;size=1;	0	0	0	86	22	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:17595:14491;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M02144:85:000000000-B48VY:1:1115:17641:14392;size=1;	0	0	0	2	1	0	0	0	0	8	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:17665:2776;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M02144:85:000000000-B48VY:1:1115:18136:21832;size=1;	3	5	73	21	72	6959	5059	1	5	3	0	73	45	240	3	3
M02144:85:000000000-B48VY:1:1115:18169:12830;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M02144:85:000000000-B48VY:1:1115:18420:10719;size=1;	0	0	0	0	0	0	0	5	2	0	0	0	26	6	0	1
M02144:85:000000000-B48VY:1:1115:18705:13680;size=1;	0	0	0	0	0	0	0	8	3	0	0	0	13	1	0	0
M02144:85:000000000-B48VY:1:1115:18992:18683;size=1;	0	0	0	0	1	0	0	1	1	0	0	0	10	0	0	0
M02144:85:000000000-B48VY:1:1115:19133:12123;size=1;	0	0	0	0	0	0	0	11	6	0	0	0	59	10	0	0
M02144:85:000000000-B48VY:1:1115:19425:7355;size=1;	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:20040:17112;size=1;	0	0	0	3	2	0	0	0	0	191	0	4	0	0	0	0
M02144:85:000000000-B48VY:1:1115:20549:15595;size=1;	0	0	0	0	0	0	0	32	6	0	0	2	7	97	0	0
M02144:85:000000000-B48VY:1:1115:20805:11738;size=1;	0	0	0	0	0	142	12	0	0	0	0	20	0	0	0	0
M02144:85:000000000-B48VY:1:1115:21067:17408;size=1;	0	1	0	3	10	1	0	70	99	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:21115:4293;size=1;	0	0	0	0	0	0	0	17	16	0	0	0	8	1	0	0
M02144:85:000000000-B48VY:1:1115:21317:9251;size=1;	0	0	0	156	54	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:21421:22597;size=1;	0	0	0	135	288	0	0	0	0	0	0	0	0	0	0	6
M02144:85:000000000-B48VY:1:1115:21637:10548;size=1;	131	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:21810:19009;size=1;	0	0	0	0	0	0	0	4	1	0	0	0	6	4	0	0
M02144:85:000000000-B48VY:1:1115:21939:2405;size=1;	0	2	0	1	1	0	0	0	0	0	0	148	0	0	0	0
M02144:85:000000000-B48VY:1:1115:22163:8990;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	0
M02144:85:000000000-B48VY:1:1115:22367:13838;size=1;	0	0	0	0	0	0	0	0	0	61	167	21	0	0	0	0
M02144:85:000000000-B48VY:1:1115:22553:4477;size=1;	0	0	0	0	0	0	0	14	23	0	0	0	0	4	0	0
M02144:85:000000000-B48VY:1:1115:22683:6387;size=1;	0	1	0	0	0	1	0	64	63	0	2	1	0	0	0	0
M02144:85:000000000-B48VY:1:1115:22908:22513;size=1;	0	0	0	6	4	0	0	0	0	17	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:22956:5814;size=1;	0	0	0	0	0	0	0	10	6	0	0	0	14	15	0	0
M02144:85:000000000-B48VY:1:1115:23038:3187;size=1;	0	0	0	0	0	0	0	166	149	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:23263:12824;size=1;	1	0	0	0	1	237	213	0	1	23	0	155	1	0	0	0
M02144:85:000000000-B48VY:1:1115:23266:15722;size=1;	0	0	0	154	114	0	0	0	0	0	0	0	1	0	0	1
M02144:85:000000000-B48VY:1:1115:23627:13033;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:23672:15586;size=1;	0	0	1	0	0	0	0	0	0	450	0	73	0	0	1	0
M02144:85:000000000-B48VY:1:1115:23793:14870;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:23981:14199;size=1;	0	0	0	0	0	13	6	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:24236:23082;size=1;	0	0	0	0	0	0	0	0	0	40	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:24559:15656;size=1;	0	0	0	0	0	0	0	12	4	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1115:24587:4539;size=1;	1	0	12	2	0	3	0	1873	1328	1	4	15	1864	49	15	1
M02144:85:000000000-B48VY:1:1115:24799:11944;size=1;	0	1	0	550	210	0	1	0	1	6	0	2	0	1	2	0
M02144:85:000000000-B48VY:1:1115:25031:21867;size=2;	0	0	0	0	0	0	0	1	1	0	0	0	3	66	0	0
M02144:85:000000000-B48VY:1:1115:25374:5703;size=1;	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
M02144:85:000000000-B48VY:1:1115:25442:21119;size=1;	0	0	0	31	8	0	0	0	0	287	1	0	0	0	0	2
M02144:85:000000000-B48VY:1:1115:25932:17605;size=1;	0	0	0	0	0	0	0	101	47	0	0	1	42	0	0	0
M02144:85:000000000-B48VY:1:1115:26480:18157;size=1;	0	0	0	0	0	0	0	27	30	0	0	0	46	0	0	0
M02144:85:000000000-B48VY:1:1115:26516:11354;size=1;	0	0	0	8	30	0	0	0	0	4	6	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:2686:8095;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:27116:11631;size=1;	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:27546:10877;size=1;	0	0	1	7	8	1	1	1	2	27	8	2	101	520	111	1
M02144:85:000000000-B48VY:1:1115:27983:15053;size=1;	0	0	0	0	0	0	0	0	0	38	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:28285:8968;size=1;	0	0	0	0	0	0	0	3	1	0	0	0	14	5	0	0
M02144:85:000000000-B48VY:1:1115:28451:18002;size=1;	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:28620:9606;size=1;	0	0	0	0	0	28	22	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:4015:11576;size=1;	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:4341:17863;size=1;	0	0	0	7	1	0	0	1	6	0	0	0	3	1	0	0
M02144:85:000000000-B48VY:1:1115:4686:18728;size=2;	0	0	0	1	0	0	0	0	0	20	94	5	0	0	0	0
M02144:85:000000000-B48VY:1:1115:5442:20690;size=4;	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:6398:4123;size=1;	7	9	6	25559	13814	8	5	5	4	812	30	22	3	7	2	1
M02144:85:000000000-B48VY:1:1115:6671:11751;size=1;	0	0	0	18	11	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:6757:8723;size=1;	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:7501:18484;size=1;	0	0	0	1	1	0	0	0	0	0	0	0	30	215	0	0
M02144:85:000000000-B48VY:1:1115:7590:15114;size=1;	0	0	0	0	0	0	0	26	13	0	0	2	96	147	0	1
M02144:85:000000000-B48VY:1:1115:7633:20184;size=1;	0	0	1	17	3	11	4	5	4	0	0	69	0	0	0	0
M02144:85:000000000-B48VY:1:1115:7647:19771;size=2;	0	2	0	0	2	0	0	3	0	3	3	1016	3	1	45	0
M02144:85:000000000-B48VY:1:1115:7691:18146;size=1;	1	0	0	128	136	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1115:7907:13069;size=1;	0	0	0	0	1	1	0	906	738	0	0	0	786	23	0	0
M02144:85:000000000-B48VY:1:1115:8402:20335;size=1;	0	0	0	1	4	1	0	1	0	0	5	37	7	8	0	0
M02144:85:000000000-B48VY:1:1115:9059:18623;size=1;	0	0	0	0	0	0	0	304	246	0	0	3	249	4	0	0
M02144:85:000000000-B48VY:1:1115:9313:16632;size=1;	0	0	9	0	0	0	0	24	8	0	1	6	922	19	0	0
M02144:85:000000000-B48VY:1:1115:9330:16888;size=1;	0	0	0	0	0	0	0	8	0	0	0	0	23	5	0	0
M02144:85:000000000-B48VY:1:1115:9752:8309;size=1;	0	0	0	99	48	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1116:10132:15396;size=1;	0	0	0	0	1	0	1	205	121	0	0	528	2	5	0	0
M02144:85:000000000-B48VY:1:1116:10388:2191;size=1;	0	0	0	0	0	91	39	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:11076:14505;size=1;	1	1	570	3	2	0	1	178	74	2	7	62	11187	653	114	0
M02144:85:000000000-B48VY:1:1116:11545:17515;size=1;	3	0	0	2	0	7	2	3	0	0	0	30	0	0	0	0
M02144:85:000000000-B48VY:1:1116:11652:7663;size=1;	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:12336:12462;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:12638:7560;size=1;	0	0	0	0	0	0	0	99	73	0	0	1	81	4	0	0
M02144:85:000000000-B48VY:1:1116:13391:23723;size=1;	13	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:13470:11139;size=1;	0	0	0	1	0	36	47	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:13507:5729;size=1;	1	0	0	2	0	7	10	0	0	1	6	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:13508:12005;size=1;	0	0	0	0	0	0	0	7	4	0	0	0	35	6	0	0
M02144:85:000000000-B48VY:1:1116:13576:16063;size=1;	0	0	0	0	1	0	0	0	0	32	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:1116:13617:8077;size=1;	0	0	0	0	1	0	0	18	13	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1116:13833:11307;size=1;	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:13917:4109;size=2;	0	0	0	0	0	0	0	89	51	0	0	2	805	28	0	0
M02144:85:000000000-B48VY:1:1116:14122:10883;size=1;	0	0	0	0	0	0	0	10	2	0	0	0	14	0	0	0
M02144:85:000000000-B48VY:1:1116:14138:10117;size=1;	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0
M02144:85:000000000-B48VY:1:1116:14352:7044;size=1;	0	0	0	0	0	0	0	6	1	0	0	3	0	7	0	0
M02144:85:000000000-B48VY:1:1116:14368:13290;size=1;	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14390:21183;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14459:11687;size=1;	0	0	0	28	9	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14465:8509;size=1;	0	0	0	0	0	0	0	0	0	2	42	1	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14574:19768;size=1;	0	0	0	0	0	0	0	0	0	38	2	2	0	0	0	0
M02144:85:000000000-B48VY:1:1116:14627:18825;size=1;	0	0	0	165	68	0	0	0	0	7	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:15049:14900;size=1;	0	0	0	0	0	0	0	41	14	0	0	0	9	3	0	0
M02144:85:000000000-B48VY:1:1116:15143:17573;size=1;	0	0	0	71	60	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:15167:8779;size=1;	1	0	0	303	156	0	0	0	0	78	0	47	0	0	0	1
M02144:85:000000000-B48VY:1:1116:15233:12852;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:15651:3753;size=1;	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1116:15699:23963;size=1;	0	0	1	1707	807	1	0	1	1	5	1	3	0	1	1	0
M02144:85:000000000-B48VY:1:1116:15823:19903;size=1;	0	0	0	0	0	0	1	480	199	0	0	0	881	1	0	0
M02144:85:000000000-B48VY:1:1116:15924:5994;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0
M02144:85:000000000-B48VY:1:1116:16060:11825;size=1;	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1116:16344:8342;size=1;	0	0	3	1	0	0	1	297	225	0	0	3	352	21	1	0
M02144:85:000000000-B48VY:1:1116:16487:17893;size=1;	0	0	0	1	0	0	0	0	0	989	0	84	1	1	0	0
